TERM_NAME,DEFINITION,Text
U3PS,"Unwanted Third Party Software - refers to any of a verity of programs that may include adware spyware and trojens but is not limited to these. Any software that the customer feels is bothersome or impedes computer operation.","###Human:\nWhat is U3PS in Dell context?\n\n###Asistant:\nUnwanted Third Party Software - refers to any of a verity of programs that may include adware spyware and trojens but is not limited to these. Any software that the customer feels is bothersome or impedes computer operation."
UAC,User Account Control,###Human:\nWhat is UAC in Dell context?\n\n###Asistant:\nUser Account Control
UAC,"Unallocated Channel - Unidentified End User and sold via Dell Partner - Falls within GCC BU
","###Human:\nWhat is UAC in Dell context?\n\n###Asistant:\nUnallocated Channel - Unidentified End User and sold via Dell Partner - Falls within GCC BU
"
uacw,Unassociated After Call Work - Time assigned to ACW when the employee enters this code from a non-working state.,###Human:\nWhat is uacw in Dell context?\n\n###Asistant:\nUnassociated After Call Work - Time assigned to ACW when the employee enters this code from a non-working state.
UAI,Use in Another Line,###Human:\nWhat is UAI in Dell context?\n\n###Asistant:\nUse in Another Line
UAKYI1,"Kyiv, Ukraine location code- Region - EMEA","###Human:\nWhat is UAKYI1 in Dell context?\n\n###Asistant:\nKyiv, Ukraine location code- Region - EMEA"
UAR,Un- Authorized Returns,###Human:\nWhat is UAR in Dell context?\n\n###Asistant:\nUn- Authorized Returns
UART,Universal Asychronous receiver-transmitter,###Human:\nWhat is UART in Dell context?\n\n###Asistant:\nUniversal Asychronous receiver-transmitter
UAT,"User Acceptance Test/Testing. Involves Business End Users and UAT Teams testing a feature/functionality in a tool.

","###Human:\nWhat is UAT in Dell context?\n\n###Asistant:\nUser Acceptance Test/Testing. Involves Business End Users and UAT Teams testing a feature/functionality in a tool.

"
UBT,Urethane Band Transfer,###Human:\nWhat is UBT in Dell context?\n\n###Asistant:\nUrethane Band Transfer
UBV,"Unmountable boot volume
","###Human:\nWhat is UBV in Dell context?\n\n###Asistant:\nUnmountable boot volume
"
UC,"Underpinning Contracts -  A UC is a contract with an external supplier for covering the delivery of services, which support the IT organisation in the delivery of its services. UCs should be created for all the services provided by third-party service providers or vendors. ","###Human:\nWhat is UC in Dell context?\n\n###Asistant:\nUnderpinning Contracts -  A UC is a contract with an external supplier for covering the delivery of services, which support the IT organisation in the delivery of its services. UCs should be created for all the services provided by third-party service providers or vendors. "
UCC,Universal Commercial Code,###Human:\nWhat is UCC in Dell context?\n\n###Asistant:\nUniversal Commercial Code
UCL ,Upper Control Limit - control limit for points above the central line in a control chart. ,###Human:\nWhat is UCL  in Dell context?\n\n###Asistant:\nUpper Control Limit - control limit for points above the central line in a control chart. 
UCM,Universal Connection Manager,###Human:\nWhat is UCM in Dell context?\n\n###Asistant:\nUniversal Connection Manager
UCPM,"Upsell Contribution to PMU - This is calculated by (Upsell Margin) * (AR of upsell item - Bundle Mix% of the upsell item) ","###Human:\nWhat is UCPM in Dell context?\n\n###Asistant:\nUpsell Contribution to PMU - This is calculated by (Upsell Margin) * (AR of upsell item - Bundle Mix% of the upsell item) "
UDB,Universal Database,###Human:\nWhat is UDB in Dell context?\n\n###Asistant:\nUniversal Database
UDC,"User Defined Code - The tables that define and trigger activities. The individual codes that you create and define within a user defined code type. Programs use code types to edit data and allow only defined codes. These codes might consist of a single character or a set of characters that represents a word, phrase, or definition. These characters can be alphabetic, alphanumeric, or numeric. For example, the user defined code type table ST (Search Type) contains such codes as C for Customers, E for Employees ,and V for Vendors.","###Human:\nWhat is UDC in Dell context?\n\n###Asistant:\nUser Defined Code - The tables that define and trigger activities. The individual codes that you create and define within a user defined code type. Programs use code types to edit data and allow only defined codes. These codes might consist of a single character or a set of characters that represents a word, phrase, or definition. These characters can be alphabetic, alphanumeric, or numeric. For example, the user defined code type table ST (Search Type) contains such codes as C for Customers, E for Employees ,and V for Vendors."
UDE,Universal Decision Engine,###Human:\nWhat is UDE in Dell context?\n\n###Asistant:\nUniversal Decision Engine
UDM,Unified Data Model,###Human:\nWhat is UDM in Dell context?\n\n###Asistant:\nUnified Data Model
UDMA,"Ultra Direct Memory Access - A method by which data can be transferred directly from one medium to the other (ie CD-ROM to Hard Drive or RAM), bypassing the processor.","###Human:\nWhat is UDMA in Dell context?\n\n###Asistant:\nUltra Direct Memory Access - A method by which data can be transferred directly from one medium to the other (ie CD-ROM to Hard Drive or RAM), bypassing the processor."
UDT,"User-Defined Table
","###Human:\nWhat is UDT in Dell context?\n\n###Asistant:\nUser-Defined Table
"
UDT,User Defined Type,###Human:\nWhat is UDT in Dell context?\n\n###Asistant:\nUser Defined Type
UEE,"Understanding, Expertise and Effort","###Human:\nWhat is UEE in Dell context?\n\n###Asistant:\nUnderstanding, Expertise and Effort"
UEFI,Unified Extensible Firmware Interface - An industry standard specification that defines a software interface between an operating system and platform firmware.,###Human:\nWhat is UEFI in Dell context?\n\n###Asistant:\nUnified Extensible Firmware Interface - An industry standard specification that defines a software interface between an operating system and platform firmware.
UEPP,Use Equipment Purchase Price,###Human:\nWhat is UEPP in Dell context?\n\n###Asistant:\nUse Equipment Purchase Price
UEPP,Dell's monthly Used Equipment Purchase Pricelist. The UEPP is time bound and values fluctuate monthly. This acronym is normally used in ARS (Asset Recovery Services).,###Human:\nWhat is UEPP in Dell context?\n\n###Asistant:\nDell's monthly Used Equipment Purchase Pricelist. The UEPP is time bound and values fluctuate monthly. This acronym is normally used in ARS (Asset Recovery Services).
UFFA,"Use It, Fix It, Flag It, Add It - Mnemonic used in Knowledge Centered Support (KCS) as a reminder of the following key functions of KCS - Use It - Using existing knowledge Fix It - Modifying/Fixing existing knowledge Flag It - Flagging existing knowledge for modification Add It - Contributing new knowledge ","###Human:\nWhat is UFFA in Dell context?\n\n###Asistant:\nUse It, Fix It, Flag It, Add It - Mnemonic used in Knowledge Centered Support (KCS) as a reminder of the following key functions of KCS - Use It - Using existing knowledge Fix It - Modifying/Fixing existing knowledge Flag It - Flagging existing knowledge for modification Add It - Contributing new knowledge "
UFO,Unit Focus Optimization,###Human:\nWhat is UFO in Dell context?\n\n###Asistant:\nUnit Focus Optimization
UHCI,Universal Host Controller Interface for device that implement USB,###Human:\nWhat is UHCI in Dell context?\n\n###Asistant:\nUniversal Host Controller Interface for device that implement USB
UHD,USB HID Device,###Human:\nWhat is UHD in Dell context?\n\n###Asistant:\nUSB HID Device
UHMGA,Ultra Highend Mainstream Graphics Adapter,###Human:\nWhat is UHMGA in Dell context?\n\n###Asistant:\nUltra Highend Mainstream Graphics Adapter
UI,Under Investigation,###Human:\nWhat is UI in Dell context?\n\n###Asistant:\nUnder Investigation
UI,User Interface,###Human:\nWhat is UI in Dell context?\n\n###Asistant:\nUser Interface
UIPS,Unmanaged Internal Persistent Storage,###Human:\nWhat is UIPS in Dell context?\n\n###Asistant:\nUnmanaged Internal Persistent Storage
UKI,EMEA Sub-region - United Kingdom and Ireland,###Human:\nWhat is UKI in Dell context?\n\n###Asistant:\nEMEA Sub-region - United Kingdom and Ireland
UL,"Underwriters Laboratories Inc. US Federal law mandates that all equipment used in a place of business be certified as safe by an NRTL. In addition, many local electrical and building codes and ordinances require that products be certified by an NRTL. Because UL is one of the most widely recognized NRTLs in the United States, a majority of our large customers make UL approval a mandatory requirement.","###Human:\nWhat is UL in Dell context?\n\n###Asistant:\nUnderwriters Laboratories Inc. US Federal law mandates that all equipment used in a place of business be certified as safe by an NRTL. In addition, many local electrical and building codes and ordinances require that products be certified by an NRTL. Because UL is one of the most widely recognized NRTLs in the United States, a majority of our large customers make UL approval a mandatory requirement."
ULD,"A unit load device - a pallet or container used to load luggage, freight, and mail on wide-body aircraft and specific narrow-body aircraft. It allows a large quantity of cargo to be bundled into a single unit. Since this leads to fewer units to load, it saves ground crews time and effort and helps prevent delayed flights. Each ULD has its own packing list (or manifest) so that its contents can be tracked.","###Human:\nWhat is ULD in Dell context?\n\n###Asistant:\nA unit load device - a pallet or container used to load luggage, freight, and mail on wide-body aircraft and specific narrow-body aircraft. It allows a large quantity of cargo to be bundled into a single unit. Since this leads to fewer units to load, it saves ground crews time and effort and helps prevent delayed flights. Each ULD has its own packing list (or manifest) so that its contents can be tracked."
ULGA,Ultra Lowend Graphics Adapter - Offered on Precision workstations only.,###Human:\nWhat is ULGA in Dell context?\n\n###Asistant:\nUltra Lowend Graphics Adapter - Offered on Precision workstations only.
ULH,Units per Labor Hour,###Human:\nWhat is ULH in Dell context?\n\n###Asistant:\nUnits per Labor Hour
Ultra2/LVD SCSI,"Ultra2/Low voltage differential SCSI is a system-level data transmission protocol typically used with hard-disk drives. It uses a wide (16-bit) data path. The data transfer rate is twice that of Ultra/Wide, or 80MB/sec.","###Human:\nWhat is Ultra2/LVD SCSI in Dell context?\n\n###Asistant:\nUltra2/Low voltage differential SCSI is a system-level data transmission protocol typically used with hard-disk drives. It uses a wide (16-bit) data path. The data transfer rate is twice that of Ultra/Wide, or 80MB/sec."
UltraSparc,Next generation SPARC - RISC based processor used in SUN workstations).,###Human:\nWhat is UltraSparc in Dell context?\n\n###Asistant:\nNext generation SPARC - RISC based processor used in SUN workstations).
ULV,Unit Level Validation,###Human:\nWhat is ULV in Dell context?\n\n###Asistant:\nUnit Level Validation
UMA,Unified Memory Architecture,###Human:\nWhat is UMA in Dell context?\n\n###Asistant:\nUnified Memory Architecture
UMB,Upper memory block.,###Human:\nWhat is UMB in Dell context?\n\n###Asistant:\nUpper memory block.
UMD,Unified Manufacturing Domain,###Human:\nWhat is UMD in Dell context?\n\n###Asistant:\nUnified Manufacturing Domain
UML,"Unified Modeling Languag - a modeling tool to aid in Object Oriented Software design and layout. A language for specifying, visualizing, constructing, and documenting the artifacts of software systems, as well as for business modeling and other non-software systems. UML represents a collection of best engineering practices that have proven successful in the modeling of large and complex systems.","###Human:\nWhat is UML in Dell context?\n\n###Asistant:\nUnified Modeling Languag - a modeling tool to aid in Object Oriented Software design and layout. A language for specifying, visualizing, constructing, and documenting the artifacts of software systems, as well as for business modeling and other non-software systems. UML represents a collection of best engineering practices that have proven successful in the modeling of large and complex systems."
Umlaut,"The two dots on ä, ö, ü. (See also diaeresis.)","###Human:\nWhat is Umlaut in Dell context?\n\n###Asistant:\nThe two dots on ä, ö, ü. (See also diaeresis.)"
UMLT,User-Maintained Lookup Table,###Human:\nWhat is UMLT in Dell context?\n\n###Asistant:\nUser-Maintained Lookup Table
UMPC,Ultra Mobile PC,###Human:\nWhat is UMPC in Dell context?\n\n###Asistant:\nUltra Mobile PC
UMTS,Universal Mobile Telephone Service -  Wideband CDMA radio and GPRS based network architectures.  Supports data rates up to 2 MBPS (indoor).,###Human:\nWhat is UMTS in Dell context?\n\n###Asistant:\nUniversal Mobile Telephone Service -  Wideband CDMA radio and GPRS based network architectures.  Supports data rates up to 2 MBPS (indoor).
Unattended Install ,Also known as scripted installs or application overlays - are used to load applications or drivers when a default OS or image is already present on the hard drive. ,###Human:\nWhat is Unattended Install  in Dell context?\n\n###Asistant:\nAlso known as scripted installs or application overlays - are used to load applications or drivers when a default OS or image is already present on the hard drive. 
UNC,Uniform Naming Convention - Used in networking to completely specify a directory on a file server. ,###Human:\nWhat is UNC in Dell context?\n\n###Asistant:\nUniform Naming Convention - Used in networking to completely specify a directory on a file server. 
Uncontrolled Documents,"Quality System documentation which will not be recalled for update or obsolescence upon revision or modification. Possession of uncontrolled documentation does not ensure that the procedures, instructions, etc. are correct. (ISO)","###Human:\nWhat is Uncontrolled Documents in Dell context?\n\n###Asistant:\nQuality System documentation which will not be recalled for update or obsolescence upon revision or modification. Possession of uncontrolled documentation does not ensure that the procedures, instructions, etc. are correct. (ISO)"
UNDI,Universal Network Device Interface,###Human:\nWhat is UNDI in Dell context?\n\n###Asistant:\nUniversal Network Device Interface
Undo,To remove the payments from the payment run so that they no longer appear on any A/P payment review form. The system clears them from the worktable and moves vouchers from a pay status of # (payment in process) to pay status A (approved).,###Human:\nWhat is Undo in Dell context?\n\n###Asistant:\nTo remove the payments from the payment run so that they no longer appear on any A/P payment review form. The system clears them from the worktable and moves vouchers from a pay status of # (payment in process) to pay status A (approved).
Unicode,"A fixed width, 16-bit world wide character encoding, developed and maintained by the Unicode Consortium.","###Human:\nWhat is Unicode in Dell context?\n\n###Asistant:\nA fixed width, 16-bit world wide character encoding, developed and maintained by the Unicode Consortium."
Unification,"The folding together of elements that need not be distinguished, or making two elements distinct because their use is apparent from context. Two ends of the spectrum are radical unification, which might fold together the upper- and lowercase forms of Greek A, Cyrillic A, and Latin A into a single code point; also, the more conservative unification of Unicode, which maintains boundaries between scripts and preserves distinctions made in other computer code-sets for compatibility.","###Human:\nWhat is Unification in Dell context?\n\n###Asistant:\nThe folding together of elements that need not be distinguished, or making two elements distinct because their use is apparent from context. Two ends of the spectrum are radical unification, which might fold together the upper- and lowercase forms of Greek A, Cyrillic A, and Latin A into a single code point; also, the more conservative unification of Unicode, which maintains boundaries between scripts and preserves distinctions made in other computer code-sets for compatibility."
Unisys,A Dell'service/logistics provide,###Human:\nWhat is Unisys in Dell context?\n\n###Asistant:\nA Dell'service/logistics provide
Unit,A separately testable element specified in the design of a component.,###Human:\nWhat is Unit in Dell context?\n\n###Asistant:\nA separately testable element specified in the design of a component.
Unit Price ,The customer's price to purchase the configuration.,###Human:\nWhat is Unit Price  in Dell context?\n\n###Asistant:\nThe customer's price to purchase the configuration.
Unit Test,Software testing done by the software development team on the individual elements of the software application.,###Human:\nWhat is Unit Test in Dell context?\n\n###Asistant:\nSoftware testing done by the software development team on the individual elements of the software application.
Unit Testing,"Testing of individual hardware or software units or groups of related units, usually by white-box testing. In unit testing, calling components are replaced with drivers or trusted super-components, and called components (or communicating components) are replaced with stubs, simulators, or trusted components. The unit is tested in isolation.","###Human:\nWhat is Unit Testing in Dell context?\n\n###Asistant:\nTesting of individual hardware or software units or groups of related units, usually by white-box testing. In unit testing, calling components are replaced with drivers or trusted super-components, and called components (or communicating components) are replaced with stubs, simulators, or trusted components. The unit is tested in isolation."
UNIX ,"Pronounced yoo-niks, a popular multi-user, multitasking operating system developed at Bell Labs in the early 1970s.  UNIX was one of the first operating systems to be written in a high-level programming language, namely C.  This meant that it could installed on virtually any computer for which a C compiler existed.  To date, there are two main dialects of UNIX; one produced by AT&T known as System V and one developed at Berkeley University and known as BSD4.x, x being a number from 1 to 3.  Due to its portability, flexibility, and power, UNIX has become the leading operating system for workstations.  Historically, it has been less popular in the personal computer market, but the emergence of a new version called Linux is revitalizing UNIX across all platforms. ","###Human:\nWhat is UNIX  in Dell context?\n\n###Asistant:\nPronounced yoo-niks, a popular multi-user, multitasking operating system developed at Bell Labs in the early 1970s.  UNIX was one of the first operating systems to be written in a high-level programming language, namely C.  This meant that it could installed on virtually any computer for which a C compiler existed.  To date, there are two main dialects of UNIX; one produced by AT&T known as System V and one developed at Berkeley University and known as BSD4.x, x being a number from 1 to 3.  Due to its portability, flexibility, and power, UNIX has become the leading operating system for workstations.  Historically, it has been less popular in the personal computer market, but the emergence of a new version called Linux is revitalizing UNIX across all platforms. "
UNSPSC,"United Nations Standard Products and Services Codes is an open, global standard that provides a logical framework for classifying products and services of all kinds throughout the world","###Human:\nWhat is UNSPSC in Dell context?\n\n###Asistant:\nUnited Nations Standard Products and Services Codes is an open, global standard that provides a logical framework for classifying products and services of all kinds throughout the world"
UOM,"Unit of Measurement (i.e. pound, kilogram)","###Human:\nWhat is UOM in Dell context?\n\n###Asistant:\nUnit of Measurement (i.e. pound, kilogram)"
UoW,Units of Work - Project sizing measure.,###Human:\nWhat is UoW in Dell context?\n\n###Asistant:\nUnits of Work - Project sizing measure.
UP,Utility partition on hard-disk drive.,###Human:\nWhat is UP in Dell context?\n\n###Asistant:\nUtility partition on hard-disk drive.
UP,"Unique Parts - used in RSLs and in the Agile system.
","###Human:\nWhat is UP in Dell context?\n\n###Asistant:\nUnique Parts - used in RSLs and in the Agile system.
"
UPC,Universal Product Code,###Human:\nWhat is UPC in Dell context?\n\n###Asistant:\nUniversal Product Code
UPCA,"Unified Product Classification and Attribution - The ROO (Record of Origin) and ROR (Record of Reference) for Form-Fit-Function products and their attributes. This system will contain basic product data that will serve to integrate CAPPS, SCDH and PIM in a loosely-coupled manner.
","###Human:\nWhat is UPCA in Dell context?\n\n###Asistant:\nUnified Product Classification and Attribution - The ROO (Record of Origin) and ROR (Record of Reference) for Form-Fit-Function products and their attributes. This system will contain basic product data that will serve to integrate CAPPS, SCDH and PIM in a loosely-coupled manner.
"
Update,"Add new payments and void payments to the A/P Ledger (F0411), Accounts Payable Matching Document Detail (F0414) tables. The system updates these tables during payment processing and prints the payment register.","###Human:\nWhat is Update in Dell context?\n\n###Asistant:\nAdd new payments and void payments to the A/P Ledger (F0411), Accounts Payable Matching Document Detail (F0414) tables. The system updates these tables during payment processing and prints the payment register."
update contact,How to update my phone number in HR Corporate Directory for my company phone,###Human:\nWhat is update contact in Dell context?\n\n###Asistant:\nHow to update my phone number in HR Corporate Directory for my company phone
UPH,Unit Per Hour,###Human:\nWhat is UPH in Dell context?\n\n###Asistant:\nUnit Per Hour
UPK,User Productivity KIT,###Human:\nWhat is UPK in Dell context?\n\n###Asistant:\nUser Productivity KIT
Upload ,"To transmit data from a computer to a bulletin board service, Internet site, mainframe, or network.  For example, if you use a personal computer to log on to a network and you want to send files across the network, you must upload the files from your PC to the network. ","###Human:\nWhat is Upload  in Dell context?\n\n###Asistant:\nTo transmit data from a computer to a bulletin board service, Internet site, mainframe, or network.  For example, if you use a personal computer to log on to a network and you want to send files across the network, you must upload the files from your PC to the network. "
UPNP,Universal Plug and Play,###Human:\nWhat is UPNP in Dell context?\n\n###Asistant:\nUniversal Plug and Play
UPP,Unit Purchase Plan - Replaces the term MSP. Unit forecast that feeds into MPP.,###Human:\nWhat is UPP in Dell context?\n\n###Asistant:\nUnit Purchase Plan - Replaces the term MSP. Unit forecast that feeds into MPP.
UPP,"Unit Production Plan - Forecasts used to make manufacturing, procurement, and other decisions","###Human:\nWhat is UPP in Dell context?\n\n###Asistant:\nUnit Production Plan - Forecasts used to make manufacturing, procurement, and other decisions"
UPP,"Unit Plan (like MSP Plan, but a unit plan) UPP planning is a result of our S&OP process and involves guidance from the FSP & DCR meeting. ","###Human:\nWhat is UPP in Dell context?\n\n###Asistant:\nUnit Plan (like MSP Plan, but a unit plan) UPP planning is a result of our S&OP process and involves guidance from the FSP & DCR meeting. "
Upper Memory Area,"The 384 KB of RAM located between 640 KB and 1 MB. If the computer has an Intel386 or higher microprocessor a utility called a memory manager can create UMBs in the upper memory area, in which you can load device drivers and memory-resident programs.","###Human:\nWhat is Upper Memory Area in Dell context?\n\n###Asistant:\nThe 384 KB of RAM located between 640 KB and 1 MB. If the computer has an Intel386 or higher microprocessor a utility called a memory manager can create UMBs in the upper memory area, in which you can load device drivers and memory-resident programs."
UPPH,Units Per Person per Hour,###Human:\nWhat is UPPH in Dell context?\n\n###Asistant:\nUnits Per Person per Hour
UPS,Uninterruptable power supply - A battery-powered unit that automatically supplies power to your computer in the event of an electrical failure.,###Human:\nWhat is UPS in Dell context?\n\n###Asistant:\nUninterruptable power supply - A battery-powered unit that automatically supplies power to your computer in the event of an electrical failure.
UPS,United Parcel Service - Dell EMEA standard carrier,###Human:\nWhat is UPS in Dell context?\n\n###Asistant:\nUnited Parcel Service - Dell EMEA standard carrier
Upsell,"Up-selling is a sales technique whereby a salesman attempts to have the consumer purchase more expensive items, upgrades, or other add-ons in an attempt to make a more profitable sale. Up-selling usually involves marketing more profitable services or products, but up-selling can also be simply exposing the customer to other options he or she may not have considered previously.

Examples of up-sales are adding side dishes to a food order, selling an extended service contract for an appliance, suggesting a customer purchase more RAM or a larger hard drive (whether or not they need it) when servicing his computer, or selling luxury finishing on a vehicle. A common technique for successful up-sellers is becoming aware of a customer's background and budget, allowing them to better understand what the particular person might need. Many companies teach their employees to up-sell products and services. (from www.wikipedia.com)","###Human:\nWhat is Upsell in Dell context?\n\n###Asistant:\nUp-selling is a sales technique whereby a salesman attempts to have the consumer purchase more expensive items, upgrades, or other add-ons in an attempt to make a more profitable sale. Up-selling usually involves marketing more profitable services or products, but up-selling can also be simply exposing the customer to other options he or she may not have considered previously.

Examples of up-sales are adding side dishes to a food order, selling an extended service contract for an appliance, suggesting a customer purchase more RAM or a larger hard drive (whether or not they need it) when servicing his computer, or selling luxury finishing on a vehicle. A common technique for successful up-sellers is becoming aware of a customer's background and budget, allowing them to better understand what the particular person might need. Many companies teach their employees to up-sell products and services. (from www.wikipedia.com)"
UPSF,Units Per Square Foot,###Human:\nWhat is UPSF in Dell context?\n\n###Asistant:\nUnits Per Square Foot
UPT,Units Per Transaction,###Human:\nWhat is UPT in Dell context?\n\n###Asistant:\nUnits Per Transaction
UPXE,Universal Pre boot eXecution Environment,###Human:\nWhat is UPXE in Dell context?\n\n###Asistant:\nUniversal Pre boot eXecution Environment
UR,University Relations,###Human:\nWhat is UR in Dell context?\n\n###Asistant:\nUniversity Relations
URL,"Uniform Resource Locator - the ""address"" of a World Wide Web site. For example the URL for the Dell internal web site home page is - http -//inside.dell.com.","###Human:\nWhat is URL in Dell context?\n\n###Asistant:\nUniform Resource Locator - the ""address"" of a World Wide Web site. For example the URL for the Dell internal web site home page is - http -//inside.dell.com."
USB,"Universal Serial Bus - A serial interconnect with up to 12-Mbps bandwidth for connecting PCs to keyboards, printers, and other peripheral devices.","###Human:\nWhat is USB in Dell context?\n\n###Asistant:\nUniversal Serial Bus - A serial interconnect with up to 12-Mbps bandwidth for connecting PCs to keyboards, printers, and other peripheral devices."
USBGR1,"ASAP 1, Buffalo Grove IL, US location code- Region - Americas","###Human:\nWhat is USBGR1 in Dell context?\n\n###Asistant:\nASAP 1, Buffalo Grove IL, US location code- Region - Americas"
USBGR2,"ASAP 2, Buffalo Grove IL, US location code- Region - Americas","###Human:\nWhat is USBGR2 in Dell context?\n\n###Asistant:\nASAP 2, Buffalo Grove IL, US location code- Region - Americas"
USBIL1,"SILVERBACK, Billerica MA, US location code- Region - Americas","###Human:\nWhat is USBIL1 in Dell context?\n\n###Asistant:\nSILVERBACK, Billerica MA, US location code- Region - Americas"
USC,"United States Consumer
","###Human:\nWhat is USC in Dell context?\n\n###Asistant:\nUnited States Consumer
"
USC,"Unified Server Configurator
","###Human:\nWhat is USC in Dell context?\n\n###Asistant:\nUnified Server Configurator
"
USCA,United States and Canada,###Human:\nWhat is USCA in Dell context?\n\n###Asistant:\nUnited States and Canada
USCC,United States Consumer Care,###Human:\nWhat is USCC in Dell context?\n\n###Asistant:\nUnited States Consumer Care
USCHA1,"Dell/Everdream, Charlotte NC, US location code - Region - Americas","###Human:\nWhat is USCHA1 in Dell context?\n\n###Asistant:\nDell/Everdream, Charlotte NC, US location code - Region - Americas"
USCTS,United States Consumer Technical Service,###Human:\nWhat is USCTS in Dell context?\n\n###Asistant:\nUnited States Consumer Technical Service
USDOMS,US Dell Order Management System,###Human:\nWhat is USDOMS in Dell context?\n\n###Asistant:\nUS Dell Order Management System
User Contingency Procedures,Manual procedures to be implemented during a computer system outage.,###Human:\nWhat is User Contingency Procedures in Dell context?\n\n###Asistant:\nManual procedures to be implemented during a computer system outage.
User Defined Character,A character that is not part of the standard but is defined by the end user. User-defined characters are widely used for ideographic writing systems in order to assign unique code points to characters that are minor variants of existing characters or are rarely used. This is common for personal and place names.,###Human:\nWhat is User Defined Character in Dell context?\n\n###Asistant:\nA character that is not part of the standard but is defined by the end user. User-defined characters are widely used for ideographic writing systems in order to assign unique code points to characters that are minor variants of existing characters or are rarely used. This is common for personal and place names.
User Defined Codes,"The individual codes that you create and define within a user defined code type. Programs use code types to edit data and allow only defined codes. These codes might consist of a single character or a set of characters that represents a word, phrase, or definition. These characters can be alphabetic, alphanumeric, or numeric. For example, the user defined code type table ST (Search Type) contains such codes as C for Customers, E for Employees ,and V for Vendors.","###Human:\nWhat is User Defined Codes in Dell context?\n\n###Asistant:\nThe individual codes that you create and define within a user defined code type. Programs use code types to edit data and allow only defined codes. These codes might consist of a single character or a set of characters that represents a word, phrase, or definition. These characters can be alphabetic, alphanumeric, or numeric. For example, the user defined code type table ST (Search Type) contains such codes as C for Customers, E for Employees ,and V for Vendors."
USFF,Ultra Small Form Factor,###Human:\nWhat is USFF in Dell context?\n\n###Asistant:\nUltra Small Form Factor
USFRE1,"Everdream, Fremont CA, US location code- Region - Americas","###Human:\nWhat is USFRE1 in Dell context?\n\n###Asistant:\nEverdream, Fremont CA, US location code- Region - Americas"
USI,A special UART for infra-red.,###Human:\nWhat is USI in Dell context?\n\n###Asistant:\nA special UART for infra-red.
USMOV1,"Zing, Mountain View CA, US location code - Region - Americas","###Human:\nWhat is USMOV1 in Dell context?\n\n###Asistant:\nZing, Mountain View CA, US location code - Region - Americas"
USNAS1,"EqualLogic, Nashua NH, US location code - Region - Americas","###Human:\nWhat is USNAS1 in Dell context?\n\n###Asistant:\nEqualLogic, Nashua NH, US location code - Region - Americas"
USOC,Universal Service Ordering Code,###Human:\nWhat is USOC in Dell context?\n\n###Asistant:\nUniversal Service Ordering Code
USP,Unique Selling Proposition,###Human:\nWhat is USP in Dell context?\n\n###Asistant:\nUnique Selling Proposition
USP,"Unified Sales Platform - a sales tool used by Offline sales representative.
","###Human:\nWhat is USP in Dell context?\n\n###Asistant:\nUnified Sales Platform - a sales tool used by Offline sales representative.
"
USPS,United States Postal Service,###Human:\nWhat is USPS in Dell context?\n\n###Asistant:\nUnited States Postal Service
USRES2,"MessageOne, Austin TX, US location code- Region - Americas","###Human:\nWhat is USRES2 in Dell context?\n\n###Asistant:\nMessageOne, Austin TX, US location code- Region - Americas"
USRU,Upsell Services Revenue per Unit.  Includes - * Non-Standard Warranty Service * Non-Standard Time Upgrade Service * Tied Installation and Consulting * Dell Plus (Service Fees),###Human:\nWhat is USRU in Dell context?\n\n###Asistant:\nUpsell Services Revenue per Unit.  Includes - * Non-Standard Warranty Service * Non-Standard Time Upgrade Service * Tied Installation and Consulting * Dell Plus (Service Fees)
USWDC1,"Washington DC, US location code- region - Americas","###Human:\nWhat is USWDC1 in Dell context?\n\n###Asistant:\nWashington DC, US location code- region - Americas"
UT,University of Texas - Large university in Austin,###Human:\nWhat is UT in Dell context?\n\n###Asistant:\nUniversity of Texas - Large university in Austin
UT,Unit Test,###Human:\nWhat is UT in Dell context?\n\n###Asistant:\nUnit Test
UTC,Coordinated Universal Time (previously referred to as Greenwich Mean Time or GMT) - Time based on the Greenwich meridian (longitude 0).,###Human:\nWhat is UTC in Dell context?\n\n###Asistant:\nCoordinated Universal Time (previously referred to as Greenwich Mean Time or GMT) - Time based on the Greenwich meridian (longitude 0).
Utilities ,"A program that performs a very specific task, usually related to managing system resources.  Operating systems contain a number of utilities for managing disk drives, printers, and other devices.  Utilities differ from applications mostly in terms of size, complexity and function.  For example, word processors, spreadsheet programs, and database applications are considered applications because they are large programs that perform a variety of functions not directly related to managing computer resources.  Utilities are sometimes installed as memory-resident programs.  On DOS systems, such utilities are called TSRs. ","###Human:\nWhat is Utilities  in Dell context?\n\n###Asistant:\nA program that performs a very specific task, usually related to managing system resources.  Operating systems contain a number of utilities for managing disk drives, printers, and other devices.  Utilities differ from applications mostly in terms of size, complexity and function.  For example, word processors, spreadsheet programs, and database applications are considered applications because they are large programs that perform a variety of functions not directly related to managing computer resources.  Utilities are sometimes installed as memory-resident programs.  On DOS systems, such utilities are called TSRs. "
Utility,"A program used to manage system resources - memory, disk drives, or printers, for example.","###Human:\nWhat is Utility in Dell context?\n\n###Asistant:\nA program used to manage system resources - memory, disk drives, or printers, for example."
UTP,Unshielded twisted pair,###Human:\nWhat is UTP in Dell context?\n\n###Asistant:\nUnshielded twisted pair
